Tíðni	Orðmynd	Mark (Gull)	Mark (Nefnir)	Lemma (Gull)	Lemma (Nefnir)
1	flutninga-	kt	ób-sk	flutningaskip	flutninga-
1	vatns-	kt	ób-sk	vatnstankur	vatns-
1	guðsjöllunum	nhfþg	no-hk-ft-þgf-gr	guðspjall	guðsjall
1	tölurnur	x	ób-x	tölurna	tölurnur
1	fióra	tfkfo	to	fjórir	fiórir
1	þrjá-	kt	ób-sk	þrír	þrjá-
1	-ó-	nheþ	no-hk-et-þgf	ó	-ó-
1	fjøru-	nveþ	no-kvk-et-þgf	fjara	fjøru-
1	old	x	ób-x	öld	old
1	fjöru-	nveo	no-kvk-et-þf	fjara	fjöru-
1	-ö-	nheþ	no-hk-et-þgf	ö	-ö-
1	-g-	nhen	no-hk-et-nf	g	-g-
1	-j-	nheþ	no-hk-et-þgf	j	-j-
1	arnamagnæana	n----s	no-x-s	arnamagnæana	Arnamagnæana
1	Xvii	ta	to	xvii	xvi
1	svaka-	x	ób-x	svaki	svaka-
1	ga-	e	ób-e	ga	ga-
1	kortu	nveo	no-kvk-et-þf	kortur	korta
1	Íslenzkar	lvfnsf	lo-kvk-ft-nf-sb-fst	íslenskur	íslenzkur
1	Optast	aae	ao-est	oft	optt
1	norður-	kt	ób-sk	norðurpóll	norður-
1	M	x	ób-x	m	M
1	al-Kwarizmi	n----s	no-x-s	al-Kwarizmi	Al-Kwarizmi
1	Tíu-logrinn	nkeng	no-kk-et-nf-gr	tíu-logri	Tíu-logri
1	logrum	nkfþ	no-kk-ft-þgf	logri	logur
1	óþarfa	lvenof	lo-ób	óþarfur	óþarfa
1	lograrnir	nkfng	no-kk-ft-nf-gr	logri	logur
1	björgunar-	kt	ób-sk	björgunarlið	björgunar-
1	leitar-	kt	ób-sk	leitaraðgerð	leitar-
1	slysavarna-	kt	ób-sk	slysavarnastarf	slysavarna-
1	björgunar-	kt	ób-sk	björgunaræfing	björgunar-
1	byggðalaga	nhfe	no-hk-ft-ef	byggðarlag	byggðalag
1	Björgunarskóli	nken-s	no-kk-et-nf-s	björgunarskóli	Björgunarskóli
1	Slysavarnafélagið	nheogs	no-hk-et-þf-gr-s	Slysavarnafélag	Slysavarnafélagið
1	hagsmunam	x	ób-x	hagsmunur	hagsmunam
1	samkipti	x	ób-x	samskipti	samkipti
1	mgr	ks	ób-sk	mgr.	mgr
1	sá	x	ób-x	sjá	sá
1	slysavarna-	kt	ób-sk	slysavarnadeild	slysavarna-
1	íslenskar	x	ób-x	íslenskur	íslenskar
1	-björgun	nveþ	no-kvk-et-þgf	björgun	-björgun
1	fjalla-	kt	ób-sk	fjallabjörgun	fjalla-
1	fræðslu-	kt	ób-sk	fræðslustarf	fræðslu-
1	björgunar-	kt	ób-sk	björgunarfólk	björgunar-
1	fjármála-	kt	ób-sk	fjármálaviðskipti	fjármála-
1	banka-	kt	ób-sk	bankareikningur	banka-
1	spari-	kt	ób-sk	sparireikningur	spari-
1	Fasteigna-	kt	ób-sk	fasteignasali	Fasteigna-
1	fyrirtækja-	kt	ób-sk	fyrirtækjasali	fyrirtækja-
1	skatta-	kt	ób-sk	skattabrot	skatta-
1	ávana-	kt	ób-sk	ávanaefni	ávana-
1	lyfjalögum	nhfþ	no-hk-ft-þgf	lyfjalag	lyfjalög
1	Draugagönguna	nveogs	no-kvk-et-þf-gr-s	draugaganga	Draugaganga
1	Grófinni	nveþgs	no-kvk-et-þgf-gr-s	Gróf	Grófin
1	Kristal	nkeo-s	no-kk-et-þf-s	kristall	Kristall
1	Ölgerðarinnar	nveegs	no-kvk-et-ef-gr-s	Ölgerð	Ölgerðin
1	æskulýðs-	kt	ób-sk	æskulýðsstarf	æskulýðs-
1	tómstunda-	kt	ób-sk	tómstundastarf	tómstunda-
1	menningar-	kt	ób-sk	menningarstarf	menningar-
1	þátttöku-	kt	ób-sk	þátttökugjald	þátttöku-
1	Frístundakortið	nhengs	no-hk-et-nf-gr-s	frístundakort	Frístundakort
1	Frístundakortinu	nheþgs	no-hk-et-þgf-gr-s	frístundakort	Frístundakort
1	Alkóhól-	kt	ób-sk	alkóhóllaus	Alkóhól-
1	Innih.	kt	ób-sk	innih.	Innih.
1	WinDVD	n----s	no-x-s	WinDVD	Windvd
1	WinAMP	n----s	no-x-s	WinAMP	Winamp
1	PowerPoint	n----s	no-x-s	PowerPoint	Powerpoint
1	QuickTime	n----s	no-x-s	QuickTime	Quicktime
1	PowerCinema	n----s	no-x-s	PowerCinema	Powercinema
1	358MB	ks	ób-sk	358mb	358MB
1	1.3MP	ks	ób-sk	1.3mp	1.3MP
1	4xUSB2	ta	to	4xusb2	4xUSB2
1	FireWire	n----s	no-x-s	FireWire	Firewire
1	SATELLITE	n----s	no-x-s	SATELLITE	Satellite
1	251MB	ks	ób-sk	251mb	251MB
1	PowerNow	n----s	no-x-s	PowerNow	Powernow
1	LaCie	n----s	no-x-s	LaCie	Lacie
1	-kjólum	nkfþ	no-kk-ft-þgf	kjóll	-kjóll
1	Kryddpíur	nvfo-s	no-kvk-ft-þf-s	kryddpía	Kryddpía
1	Tónlistar-	kt	ób-sk	tónlistartaska	Tónlistar-
1	iPodinum	nkeþg	no-kk-et-þgf-gr	ipod	ipodur
1	söng-	kt	ób-sk	söngnám	söng-
1	Stuðmann	nkeo-s	no-kk-et-þf-s	Stuðmann	Stuðmaður
1	NANCY	n----s	no-x-s	NANCY	Nancy
1	Barnum	nkeþgs	no-kk-et-þgf-gr-s	Bar	Barinn
1	Eyjar	nvfo-s	no-kvk-ft-þf-s	Ey	Eyjar
1	Blikum	nkfþ-s	no-kk-ft-þgf-s	Bliki	Blikar
1	Blika	nkfe-s	no-kk-ft-ef-s	Bliki	Blikar
1	stanganna	nvfeg	no-kvk-ft-ef-gr	stanga	stöng
1	Fylgstu	sbm2en	so-bh-mm-2p-et-nt	fylgja	fylga
1	Glitnispunktunum	nkfþgs	no-kk-ft-þgf-gr-s	glitnispunktur	Glitnispunktur
1	McHale	n----s	no-x-s	McHale	Mchale
1	2K5	ta	to	2k5	2K5
1	MeFi	n----s	no-x-s	MeFi	Mefi
1	Þessi	x	ób-x	þessi	Þessi
1	burrito-ar	nkfn	no-kk-ft-nf	burrito	burrito-i
1	burrito-inn	nkeog	no-kk-et-þf-gr	burrito	burrito-ur
1	burritoarnir	nkfng	no-kk-ft-nf-gr	burrito	burritoi
1	Feta	x	ób-x	fet	Feta
1	AyaSofia	n----s	no-x-s	AyaSofia	Ayasofia
1	LAGANNA	nhfeg	no-hk-ft-ef-gr	lag	lög
1	gefin	sþghen	so-lhþt-gm-hk-et-nf	gefa	gefina
1	lex	n----s	no-x-s	lex	Lex
1	Y	n-eþ-s	no-x-s	y	Y
1	Express-deildinni	nveþgs	no-kvk-et-þgf-gr-s	express-deild	Express-deild
1	næstmarkahæstur	lkense	lo-kk-et-nf-sb-est	næstmarkahæstur	næstmarkahár
1	Express-deild	nveþ-s	no-kvk-et-þgf-s	express-deild	Express-deild
1	flóknara	x	ób-x	flókinn	flóknara
1	GARMIN	n----s	no-x-s	GARMIN	Garmin
1	cancan-dans	nkeo	no-kk-et-þf	cancandans	cancan-dans
1	allsnægir	x	ób-x	allsnægt	allsnægir
1	jötunmeynni	nveþ	no-kvk-et-þgf	jötunmey	jötunmeynni
1	innniheldur	sfg3fn	so-fh-gm-3p-ft-nt	innnihalda	innniheldur
1	-gæsum	nvfþ	no-kvk-ft-þgf	gæs	-gæs
1	fata-	kt	ób-sk	fatahönnunardeild	fata-
1	saint	n----s	no-x-s	saint	Saint
1	myndlistar	x	ób-x	myndlist	myndlistar
1	hönnunar-	kt	ób-sk	hönnunardeild	hönnunar-
1	eins	ta	to	eins	einn
1	PoppTíví	nheþ-s	no-hk-et-þgf-s	PoppTíví	Popptíví
1	PoppTívi	n----s	no-x-s	PoppTívi	Popptívi
1	-gleðin	nveng	no-kvk-et-nf-gr	gleði	-gleði
1	Sjálfstætt	nken-s	no-kk-et-nf-s	Sjálfstæður	Sjálfstætt
1	Menningar-	kt	ób-sk	menningarnefnd	Menningar-
1	STELPUBRETTAFÉLAGIÐ	nhengs	no-hk-et-nf-gr-s	stelpubrettafélag	Stelpubrettafélagið
1	Loftkastalaparkinu	nheþgs	no-hk-et-þgf-gr-s	loftkastalapark	Loftkastalapark
1	snjóbretta-	kt	ób-sk	snjóbrettaiðkun	snjóbretta-
1	Stelpubrettafélagsins	nheegs	no-hk-et-ef-gr-s	stelpubrettafélag	Stelpubrettafélagið
1	Loftkastalaparkið	nheogs	no-hk-et-þf-gr-s	Loftkastalaparkið	Loftkastalapark
1	Armani-alklæðnaði	nkfo-s	no-kk-ft-þf-s	Armanialklæðnaður	Armani-alklæðnaður
1	aldurs-	kt	ób-sk	aldursmunur	aldurs-
1	75	ta	to	75.	75
1	UCLA-sjúkrahúsið	nheogs	no-hk-et-þf-gr-s	UCLA-sjúkrahúsið	UCLA-sjúkrahús
1	áætlum	sfg2fn	so-fh-gm-2p-ft-nt	áætla	áætlum
1	Þelamerkurskóli	nken-s	no-kk-et-nf-s	þelamerkurskóli	Þelamerkurskóli
1	Bægisár-	kt	ób-sk	Bægisársókn	Bægisár-
1	lista-	kt	ób-sk	listasjóður	lista-
1	næsta	lkeeve	lo-kk-et-ef-vb-est	næsta	næstur
1	þekkti	svg3fþ	so-vh-gm-3p-ft-þt	þekkja	þekkti
1	virtur	sþgken	so-lhþt-gm-kk-et-nf	virtur	virða
1	Mývatnssveit-	nven-s	no-kvk-et-nf-s	Mývatnssveit	Mývatnssveit-
1	viðsemjenda	nkeo	no-kk-et-þf	viðsemjandi	viðsemjendi
1	áfengis-	kt	ób-sk	áfengisefni	áfengis-
1	valdsherrana	x	ób-x	valdsherra	valdsherrana
1	Áhuga-	kt	ób-sk	áhugaleysi	Áhuga-
1	áhuga-	kt	ób-sk	áhugaleysi	áhuga-
1	fatabúðinni	nveþg	no-kvk-et-þgf-gr	fatabúðin	fatabúð
1	man	n-en	no-x	muna	man
1	L	nhen	no-hk-et-nf	L	l
1	Slysavaktin	nvengs	no-kvk-et-nf-gr-s	Slysavakt	Slysavaktin
1	Vesturferðum	nvfþ-s	no-kvk-ft-þgf-s	Vesturferð	Vesturferðir
1	Upplýsingamiðstöðinni	nveþgs	no-kvk-et-þgf-gr-s	Upplýsingamiðstöð	Upplýsingamiðstöðin
1	Furðuleikar	nkfn-s	no-kk-ft-nf-s	furðuleiki	Furðuleikar
1	Bryggjudögum	nkfþ-s	no-kk-ft-þgf-s	bryggjudagur	Bryggjudagur
1	bæjar-	kt	ób-sk	bæjarstjóri	bæjar-
1	atvinnu-	kt	ób-sk	atvinnumálanefnd	atvinnu-
1	fjölskyldu-	kt	ób-sk	fjölskyldugarður	fjölskyldu-
1	Fjölskyldugarðinn	nkeogs	no-kk-et-þf-gr-s	fjölskyldugarður	Fjölskyldugarður
1	Furðuleika	nkfo-s	no-kk-ft-þf-s	furðuleiki	Furðuleikar
1	Veiðisafnið	nheng	no-hk-et-nf-gr	veiðisafnið	veiðisafn
1	handverkshúsinu	nheþg	no-hk-et-þgf-gr	handverkshúsið	handverkshús
1	Handverkshúsið	nheng	no-hk-et-nf-gr	handverkshúsið	handverkshús
1	ölpunum	nkfþg	no-kk-ft-þgf-gr	alpar	ölpur
1	Lista-	kt	ób-sk	listahátíð	Lista-
1	kaffi-	kt	ób-sk	kaffihús	kaffi-
1	Atlantshafsbandalaginu	nheþgs	no-hk-et-þgf-gr-s	Atlantshafsbandalag	Atlantshafsbandalagið
1	brezki	lkenvf	lo-kk-et-nf-vb-fst	breskur	brezkur
1	einkennzt	sþghen	so-lhþt-gm-hk-et-nf	einkenna	einkennza
1	eignist	svg3fn	so-vh-gm-3p-ft-nt	eigna	eignist
1	íslenzku	lveevf	lo-kvk-et-ef-vb-fst	íslenskur	íslenzkur
1	áherzlur	nvfn	no-kvk-ft-nf	áherlsa	áherzla
1	íslenzkt	lheosf	lo-hk-et-þf-sb-fst	íslenskur	íslenzkur
1	Eignastýringar	nvee-s	no-kvk-et-ef-s	eignastýring	Eignastýring
1	íslenzku	lheþsf	lo-hk-et-þgf-sb-fst	íslenskur	íslenzkur
1	flyzt	sfm3en	so-fh-mm-3p-et-nt	flytja	flyzt
1	seilzt	sþmhen	so-sagnb-mm	seilast	seilzt
1	brugðizt	sþmhen	so-sagnb-mm	bregða	brugðizt
1	Félagsvísindadeild	nveo-s	no-kvk-et-þf-s	félagsvísindadeild	Félagsvísindadeild
1	áhugvert	x	ób-x	áhugverður	áhugvert
1	íslenzkar	x	ób-x	íslenskur	íslenzkar
1	Atlantshafsbandalagsins	nheegs	no-hk-et-ef-gr-s	Atlantshafsbandalag	Atlantshafsbandalagið
1	beztum	lkeþse	lo-kk-et-þgf-sb-est	góður	beztum
1	þolmörk	nhfn	no-hk-ft-nf	þolmörk	þolmark
1	brezka	lheevf	lo-hk-et-ef-vb-fst	breskur	brezkur
1	brezku	lveþvf	lo-kvk-et-þgf-vb-fst	breskur	brezkur
1	brezka	lheþvf	lo-hk-et-þgf-vb-fst	breskur	brezkur
1	brezku	lveevf	lo-kvk-et-ef-vb-fst	breskur	brezkur
1	Loftvarnanefnd	nveþ-s	no-kvk-et-þgf-s	loftvarnanefnd	Loftvarnanefnd
1	Íslenzka	lvenvf	lo-kvk-et-nf-vb-fst	íslenskur	íslenzkur
1	almannavarnalaganna	nhfeg	no-hk-ft-ef-gr	almannavarnalög	almannavarnalag
1	Ríkislögreglustjórinn	nkengs	no-kk-et-nf-gr-s	ríkislögreglustjóri	Ríkislögreglustjóri
1	Landhelgisgæzlunnar	nvee-s	no-kvk-et-ef-s	landhelgisgæsla	Landhelgisgæzlunn
1	íslenzka	lheþvf	lo-hk-et-þgf-vb-fst	íslenskur	íslenzkur
1	brunvarnir	nvfo	no-kvk-ft-þf	brunavörn	brunvörn
1	almannavarnarlaga	nhfe	no-hk-ft-ef	almannavarnalög	almannavarnarlag
1	YouGov	n----s	no-x-s	YouGov	Yougov
1	Íhaldsflokknum	nkeþgs	no-kk-et-þgf-gr-s	Íhaldsflokkur	Íhaldsflokkurinn
1	tattó	x	ób-x	tattú	tattó
1	hanni	x	ób-x	hann	hanni
1	-einsog	c	ób-st	einsog	-einsog
1	harðar	lveesf	lo-kvk-et-ef-sb-fst	hart	harð
1	Kremlólógían	nvengs	no-kvk-et-nf-gr-s	kremlólógía	Kremlólógía
1	Moggans	nkeegs	no-kk-et-ef-gr-s	moggi	Moggi
1	Gangvirkið	nheogs	no-hk-et-þf-gr-s	Gangvirki	Gangvirkið
1	Útgáfufélagið	nhengs	no-hk-et-nf-gr-s	Útgáfufélag	Útgáfufélagið
1	Þjóðviljans	nkeegs	no-kk-et-ef-gr-s	Þjóðvilji	Þjóðviljinn
1	Gangvirkisins	nheegs	no-hk-et-ef-gr-s	Gangvirki	Gangvirkið
1	gegnun	x	ób-x	gegnum	gegnun
1	forníhaldsama	lkeþvf	lo-kk-et-þgf-vb-fst	forníhaldssamur	forníhaldsamur
1	Framsóknarvelgengninnar	nveegs	no-kvk-et-ef-gr-s	framsóknarvelgengni	Framsóknarvelgengni
1	Kristal	nkeþ-s	no-kk-et-þgf-s	kristall	Kristall
1	kvenfötum	nhfþ	no-hk-ft-þgf	kvenfat	kvenföt
1	fórum	nvfþ	no-kvk-ft-þgf	fórur	fóra
1	svínaríi	x	ób-x	svínarí	svínaríi
1	ávalt	aa	ao	ávallt	ávalt
1	hrísgrjóna-	kt	ób-sk	hrísgrjónaréttur	hrísgrjóna-
1	Fremst	aae	ao-est	framar	frammi
1	þráinn	x	ób-x	þrái	þráinn
1	bæti	x	ób-x	bæta	bæti
1	hópferðabiffreiðaeigenda	nkfe	no-kk-ft-ef	hópferðabifreiðaeigandi	hópferðabiffreiðaeigandi
1	umhverfis-	kt	ób-sk	umhverfisvandi	umhverfis-
1	EUROIV	n----s	no-x-s	EUROIV	Euroiv
1	EUROII	n----s	no-x-s	EUROII	Euroii
1	IX	ta	to	IX	ix
1	minningar-	kt	ób-sk	minningarkort	minningar-
1	markaðs-	kt	ób-sk	markaðsstjóri	markaðs-
1	hátíðar-	kt	ób-sk	hátíðarkvöldverður	hátíðar-
1	hegðunarörðugleika	nkfe	no-kk-ft-ef	hegðunarörðugleiki	hegðunarörðugleikar
1	Ábendingalínur	nvfn-s	no-kvk-ft-nf-s	ábendingalína	Ábendingalínur
1	Ábendingalínu	nvee-s	no-kvk-et-ef-s	ábendingalína	Ábendingalína
1	gatnarmót	nhfo	no-hk-ft-þf	gatnamót	gatnarmót
1	Reykajvíkur	x	ób-x	Reykajvík	Reykajvíkur
1	tilfinniguna	x	ób-x	tilfinniga	tilfinniguna
1	augu	x	ób-x	auga	augu
1	fluvöllurinn	nkeng	no-kk-et-nf-gr	flugvöllur	fluvöllur
1	Frjálshyggjumenn	nkfn-s	no-kk-ft-nf-s	frjálshyggjumaður	Frjálshyggjumaður
1	Íhaldið	nheogs	no-hk-et-þf-gr-s	Íhald	Íhaldið
1	Jafnaðarmanna	nkfe-s	no-kk-ft-ef-s	jafnaðarmaður	Jafnaðarmaður
1	heimilidir	nvfo	no-kvk-ft-þf	heimild	heimilid
1	Íhaldið	nheogs	no-hk-et-þf-gr-s	íhald	Íhaldið
1	Fleiru	lheþvm	lo-hk-et-þgf-vb-mst	Fleiru	fleiru
1	Samfylkinginuna	x	ób-x	Samfylkinginan	Samfylkinginuna
1	fyir	x	ób-x	fyrir	fyir
1	Eeeeeen	c	ób-st	en	eeeeeen
1	aaaðeins	aa	ao	aðeins	aaaðeins
1	Kringlan	nvengs	no-kvk-et-nf-gr-s	Kringla	Kringlan
1	Jammmmmm	au	ób-uh	jamm	jammmmmm
1	eyturlyfjaneyslan	nveng	no-kvk-et-nf-gr	eiturlyfjaneysla	eyturlyfjaneysla
1	X-D	x	ób-x	x-d	X-D
1	GWBush	n----s	no-x-s	GWBush	Gwbush
1	LIVERPOOL	n----s	no-x-s	LIVERPOOL	Liverpool
1	fræði-	kt	ób-sk	fræðimaður	fræði-
1	Prentsmiðju	nveþ-s	no-kvk-et-þgf-s	prentsmiðja	Prentsmiðja
1	samlífs-	kt	ób-sk	samlífssiðfræði	samlífs-
1	bókasafns-	kt	ób-sk	bókasafnsfræði	bókasafns-
1	a	ks	ób-sk	a.	a
1	áhrifa-	kt	ób-sk	áhrifamaður	áhrifa-
1	fjölþjóða-	kt	ób-sk	fjölþjóðastofnun	fjölþjóða-
1	Mirka-freigátur	nvfo-s	no-kvk-ft-þf-s	Mirka-freigátur	Mirka-freigáta
1	Sigurbjörnssonar	x	ób-x	Sigurbjörnsson	Sigurbjörnssonar
1	söng-	kt	ób-sk	söngsaga	söng-
1	Engla	nkfo-s	no-kk-ft-þf-s	Engill	Englar
1	Konan	nvengs	no-kvk-et-nf-gr-s	kona	Kona
1	Freuds	nkee-s	no-kk-et-ef-s	Freud	Freudur
1	Freuds	n----s	no-x-s	Freud	Freuds
1	Sjávarkjallarans	nkeegs	no-kk-et-ef-gr-s	Sjávarkjallari	Sjávarkjallarinn
1	Sjávarkjallaranum	nkeþgs	no-kk-et-þgf-gr-s	Sjávarkjallari	Sjávarkjallarinn
1	soja-	kt	ób-sk	sojasósa	soja-
1	litkaberja-ís	nkeþ	no-kk-et-þgf	litkaberjaís	litkaberja-ís
1	Heslihnetu-risotto	nhen	no-hk-et-nf	heslihneturisotto	Heslihnetu-risotto
1	meir	x	ób-x	meyr	meir
1	súkkulaði-	kt	ób-sk	súkkulaðifrauð	súkkulaði-
1	hindberja-púrre	nhen	no-hk-et-nf	hindberjapúrre	hindberja-púrre
1	hindberja-púrreið	nheog	no-hk-et-þf-gr	hindberjapúrre	hindberja-púrre
1	súkkulaði-	kt	ób-sk	súkkulaðiís	súkkulaði-
1	gulrótar-	kt	ób-sk	gulrótarsoð	gulrótar-
1	jómfrúr-ólífuolíu	nveþ	no-kvk-et-þgf	jómfrúrólífuolía	jómfrúr-ólífuolía
1	lime-	kt	ób-sk	limesósa	lime-
1	carte-seðillinn	nkeng	no-kk-et-nf-gr	carteseðill	carte-seðill
1	-En	c	ób-st	en	-en
1	franskbrauðssneiðina	nveog	no-kvk-et-þf-gr	franskbrauðsneið	franskbrauðssneið
1	Guðmundsdóttur.	nveo-s	no-kvk-et-þf-s	Guðmundsdóttir	Guðmundsdóttur.
1	Íslenzkt	lheosf	lo-hk-et-þf-sb-fst	íslenskur	íslenzkur
1	ávöxtu	x	ób-x	ávöxtur	ávöxtu
1	óvin	x	ób-x	óvinur	óvin
1	Jósúa-	kt	ób-sk	Jósúabók	Jósúa-
1	Dómarabækur	nvfn-s	no-kvk-ft-nf-s	dómarabók	Dómarabók
1	Samúelsbækur	nvfn-s	no-kvk-ft-nf-s	Samúelsbækur	Samúelsbók
1	Hómilíubókinni	nveþgs	no-kvk-et-þgf-gr-s	Hómilíubókin	Hómilíubók
1	órar	x	ób-x	óra	órar
1	órum	x	ób-x	órar	órum
1	Hebreabréfinu	nheþgs	no-hk-et-þgf-gr-s	Hebreabréfið	Hebreabréf
1	fjándann	x	ób-x	fjandi	fjándann
1	Niðurstigningarvísum	nvfþ-s	no-kvk-ft-þgf-s	Niðurstigningarvísir	Niðurstigningarvísa
1	Krossvísum	nvfþ-s	no-kvk-ft-þgf-s	krossvísa	Krossvísa
1	Herrans	nkeegs	no-kk-et-ef-gr-s	Herra	Herri
1	Opinberunarbókinni	nveþgs	no-kvk-et-þgf-gr-s	Opinberunarbókin	Opinberunarbók
1	Bíblíunnar	nvee	no-kvk-et-ef	biblía	bíblíunn
1	bíblíuþýðingunni	nveþg	no-kvk-et-þgf-gr	biblíuþýðing	bíblíuþýðing
1	bíblía	nven	no-kvk-et-nf	biblía	bíblía
1	krydd-	kt	ób-sk	kryddmikill	krydd-
1	rifsberjagelé	x	ób-x	rifsberjagel	rifsberjagelé
1	Panad	e	ób-e	panad	Panad
1	op	x	ób-x	og	op
1	pönnunna	nveog	no-kvk-et-þf-gr	pönnunna	pönnun
1	hugsalegra	lhfesf	lo-hk-ft-ef-sb-fst	hugsanlegur	hugsalegur
1	birgi	x	ób-x	Birgir	birgi
1	áhættu-	kt	ób-sk	áhættufjármagn	áhættu-
1	GoPro	n----s	no-x-s	GoPro	Gopro
1	Varnarliðið	nheogs	no-hk-et-þf-gr-s	Varnarlið	Varnarliðið
1	innláns-	kt	ób-sk	ínnlánsvextir	innláns-
1	innláns-	kt	ób-sk	innlánsvextir	innláns-
1	Eginfjárhlutfall	nhen	no-hk-et-nf	eiginfjárhlutfall	eginfjárhlutfall
1	meiri	lveevf	lo-kvk-et-ef-vb-fst	mikill	meiri
1	Þorláksmessu	nveo-s	no-kvk-et-þf-s	þorláksmessa	Þorláksmessa
1	Sörur	nvfo-s	no-kvk-ft-þf-s	Sörur	Sara
1	Leikfélagið	nheogs	no-hk-et-þf-gr-s	Leikfélag	Leikfélagið
1	stað-	kt	ób-sk	staðnám	stað-
1	Jarðegendur	nkfn	no-kk-ft-nf	jarðeigandi	jarðegandi
1	Sláturfélaginu	nheþgs	no-hk-et-þgf-gr-s	Sláturfélag	Sláturfélagið
1	XVII	ta	to	xvii	xvi
1	G-þilfari	nheþ	no-hk-et-þgf	g-þilfar	G-þilfar
1	F-þilfar	nheo	no-hk-et-þf	f-þilfar	F-þilfar
1	E-þilfar	nheo	no-hk-et-þf	e-þilfar	E-þilfar
1	B-þilfari	nheþ	no-hk-et-þgf	b-þilfar	B-þilfar
1	A-þilfar	nheo	no-hk-et-þf	a-þilfar	A-þilfar
1	hundruð	tfkfo	to	hundrað	hundruð
1	fót-	kt	ób-sk	fótleggur	fót-
1	-	pa	ób-gm	-­	-
1	E-þilfari	nheþ	no-hk-et-þgf	e-þilfar	E-þilfar
1	HOLD	e	ób-e	hold	HOLD
1	ískur-	kt	ób-sk	ískurhljóð	ískur-
1	Stórasannleik	nkeþ-s	no-kk-et-þgf-s	Stórisannleikur	Stórasannleikur
1	mart	x	ób-x	martur	mart
1	kant	x	ób-x	kantur	kant
1	Ritstj.	kt	ób-sk	ritstj.	Ritstj.
1	Kvæðum	nhfþ-s	no-hk-ft-þgf-s	kvæði	Kvæði
1	mennta-	kt	ób-sk	menntahefð	mennta-
1	Litla-Hálsi	nkeþ-s	no-kk-et-þgf-s	Litli-Háls	Litla-Háls
1	Kvistir	nkfn-s	no-kk-ft-nf-s	Kvistur	Kvistir
1	Fjallinu	nheþgs	no-hk-et-þgf-gr-s	Fjall	Fjallið
1	sálar-	kt	ób-sk	sálarkreppa	sálar-
1	Hreiðrið	nhengs	no-hk-et-nf-gr-s	Hreiður	Hreiðrið
1	Seiði	nkeþ-s	no-kk-et-þgf-s	seiður	Seiður
1	Haustmyndir	nvfn-s	no-kvk-ft-nf-s	Haustmynd	Haustmyndir
1	Kvöldvísa	nven-s	no-kvk-et-nf-s	kvöldvísa	Kvöldvísa
1	Fegur	aam	ao-mst	fegur	fegi
1	Booker-verðlaunin	nhfogs	no-hk-ft-þf-gr-s	Bookerverðlaun	Booker-verðlaun
1	Rakin	sþgven	so-lhþt-gm-kvk-et-nf	Rakin	rekja
1	Feddens-fjölskyldunni	nveþgs	no-kvk-et-þgf-gr-s	Feddensfjölskylda	Feddens-fjölskyldan
1	Íhaldsflokkinn	nkeogs	no-kk-et-þf-gr-s	Íhaldsflokkur	Íhaldsflokkurinn
1	Feddens-fjölskylduna	nveogs	no-kvk-et-þf-gr-s	Feddensfjölskylda	Feddens-fjölskyldan
1	stefnum	svg3fn	so-vh-gm-3p-ft-nt	stefna	stefnum
1	útvarps-	kt	ób-sk	útvarpsefni	útvarps-
1	iTunes-forritið	nheog	no-hk-et-þf-gr	itunes-forrit	iTunes-forrit
1	Kompás	nkee-s	no-kk-et-ef-s	kompás	Kompár
1	Ríkissjónvarpið	nhengs	no-hk-et-nf-gr-s	ríkissjónvarp	Ríkissjónvarp
1	Kastljóssins	nheegs	no-hk-et-ef-gr-s	Kastljós	Kastljósið
1	chromemoly-grind	nveþ	no-kvk-et-þgf	chromemolygrind	chromemoly-grind
1	VW-bjöllunnar	nveegs	no-kvk-et-ef-gr-s	VW-bjalla	VW-bjallan
1	Volkswagen-bjöllunnar	nveegs	no-kvk-et-ef-gr-s	Volkswagen-bjalla	Volkswagen-bjallan
1	Bjöllu-kynslóðarinnar	nveegs	no-kvk-et-ef-gr-s	Bjöllukynslóð	Bjöllu-kynslóð
1	Bjöllu-kaupenda	nkfe-s	no-kk-ft-ef-s	Bjöllukaupandi	Bjöllu-kaupendar
1	EuroNCAP	n----s	no-x-s	EuroNCAP	Euroncap
1	þriðja	lheþve	lo-hk-et-þgf-vb-est	þriðji	þriðja
1	Fjöslkipaður	lkensf	lo-kk-et-nf-sb-fst	fjölskipaður	fjöslkipaður
1	Héraðsdsóms	nkee-s	no-kk-et-ef-s	héraðsdsómur	Héraðsdsómur
1	hvorgi	x	ób-x	hvorki	hvorgi
1	umbjóðenda	nkeþ	no-kk-et-þgf	umbjóðandi	umbjóðendi
1	lág	x	ób-x	liggja	lág
1	Kers	n----s	no-x-s	Ker	Kers
1	Kosningafjárlög	nhfo	no-hk-ft-þf	kosningafjárlag	kosningafjárlög
1	þessara	x	ób-x	þessi	þessara
1	kosningafjárlög	nhfn	no-hk-ft-nf	kosningafjárlag	kosningafjárlög
1	hæstvirtar	lveesf	lo-kvk-et-ef-sb-fst	hæstvirtur	hæstvirt
1	Máls	x	ób-x	mál	Máls
1	félagsmen	x	ób-x	félagsmaður	félagsmen
1	Húsins	x	ób-x	hús	Húsins
1	Kostning	nven	no-kvk-et-nf	kosning	kostning
1	vara	nkee	no-kk-et-ef	vara	vari
1	annara	fovfe	fn-ó-kvk-ft-ef	anna	annaur
